Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Latin America and the Caribbean,拉丁美洲与加勒比海地区,LCN,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.145111679,1.832673471,2.214146086,1.99196523,1.702888939,1.94725146,1.906747268,2.055448534,1.854081174,1.867806447,2.087743366,2.214064728,2.143066932,2.07217808,1.931154477,1.940741709,2.126215755,2.209013838,2.090797844,1.965048115,1.612152572,1.66407965,1.835601122,1.913888794,1.669743197,1.633161644,1.622822162,1.792824735,1.821506816,2.052563881,1.738145637,1.551870336,1.322899851,1.409020867,1.476016506,1.594530344,1.514721242,1.372454231,1.406537503,1.3284312,1.283829228,1.316539194,1.237420989,1.158973367,1.145708883,1.227756178,1.226372915,1.252032855,1.294753122,1.404009708,1.376166619,1.29585991,1.321863525,1.334377091,1.294546693,1.281851911,1.23886626,1.259271659,1.255264509
Least developed countries: United Nations classification,最不发达国家：联合国分类,LDC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181740201,1.064282777,1.112692571,1.529343016,1.510129821,1.242928889,1.469674082,0,2.321438707,0,2.750614732,2.862428629,2.345296193,2.748142619,4.214359659,4.486243608,4.71646348,4.564748967,3.207315099,2.72058154,3.384591262,2.513674339,2.061543651,1.944262503,2.12232846,2.310102876,3.062852062,2.401055298,2.220507323,2.134712651,2.043007554,2.178251363,2.076243874,2.230651274,2.302382618,2.459733474,2.598320329,2.160725482,2.05407923,2.076477938,2.263296007,2.281620047,2.012638397,1.827713212,1.891577242,1.520660152
Low-income country,低收入国家,LIC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,2.134943987,0,1.590350382,0,2.742261708,2.591473057,2.375809853,2.209678415,2.788520953,3.148076225,3.247893661,4.169065584,4.311349374,3.876056881,4.090336023,4.463759128,0,7.446243124,8.223841896,7.988029649,8.756491588,7.822304327,6.929372694,5.340615818,4.589572803,4.721977746,4.704282307,4.704950194,3.973589264,3.793691413,3.211911322,2.90525433,2.873737023,2.895117121,3.32033171,3.495898757,2.902848155,3.204616758,3.165304281,2.98946343,2.605804849,2.438491356,2.351086679,2.396808354,2.056894671,2.08541965,2.062032389,2.080320416,1.808940316,1.845028092,1.735214937,1.492653451,1.189594656,1.186273375,1.173516378
Liechtenstein,列支敦士登,LIE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka,斯里兰卡,LKA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.183052365,1.183272727,1.082855093,0.897791926,0.851725908,0.852610094,0.872915917,0.84513666,0.794532052,0.807396323,0.916642272,1.362633452,1.185807044,0.874809824,0.79508645,0.80358957,0.659239148,0.684373884,0.803000117,0.834462748,0.765779308,0.626798424,0.544740926,0.889137425,0.922430502,3.160769823,2.696658012,3.393146709,2.371183249,1.798595424,2.328487433,3.082087849,3.367639901,3.431785654,3.729338058,5.861132243,5.519783161,4.630602074,4.643464081,4.03016384,5.033872968,4.286990589,3.34258944,2.868911827,2.997358479,2.639533395,2.798773599,3.260608357,3.712169683,3.618663853,2.700747642,2.683157611,2.155199437,2.154048249,2.412647012,2.55280463,2.142560071,2.147999138,1.891496667
Low and middle income countries,中低等收入国家,LMC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.029504756,2.07950241,2.534018367,3.408208416,3.334507352,3.779241491,3.568552677,3.658789298,3.928504265,4.242814248,4.29113178,4.54706211,4.401802553,3.789850176,3.648298411,4.343032966,4.247667626,4.043987555,3.677920786,3.513641328,3.301952859,3.221716772,3.267647024,3.302039272,3.261098773,3.277246194,3.488666667,3.705974207,3.546176373,3.274183944,3.02523305,2.73524479,2.57219728,2.482401396,2.45545428,2.370767741,2.286281971,2.401556879,2.412287602,2.446462069,2.273687878,2.270609359,2.230142304,2.148892297,2.202334394,2.104839948,1.971344392,1.930354876,1.960005719,2.128127655,1.950080359,1.871911077,1.85252554,1.891886034,1.914546332,1.912007315,1.969812303,1.985287468,1.907093465
Low and middle income countries,中低收入国家,LMY,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,2.493539096,2.659952454,2.576876539,2.906138608,2.702127493,2.90134077,2.987230031,3.10875614,3.162209685,3.15780158,3.023163,2.737399867,3.148168735,3.837698324,3.979029082,3.868735626,3.624988957,3.064042407,2.814817187,3.022937119,3.077168527,3.214502142,3.043324701,3.052364567,3.114993956,3.126609165,0,2.828458265,2.554730443,2.296510232,2.47796257,2.312925981,2.257999326,2.171415541,2.091688517,2.074965449,1.952294888,2.028101328,1.944566006,2.024524497,2.080318249,2.031248259,1.97907219,1.949424485,1.920129409,1.89462356,1.915257659,2.102963144,1.945886373,1.881771683,1.920004287,1.963075163,1.977040515,1.991439782,2.015380835,1.959153703,1.90050718
Lesotho,莱索托,LSO,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551791277,1.438132064,1.505608283,1.851207532,3.158536585,3.311510353,4.357736659,4.013056836,3.979143798,4.314099075,4.839987326,4.181313074,3.369755245,4.307714659,3.550475988,2.888846955,2.706453525,2.475472663,2.74112241,3.241889376,2.824673663,2.712177347,2.851928467,3.562451192,3.284926128,2.744178023,2.516392953,2.369000919,2.131662938,2.049259616,2.030810677,2.037661902,1.411662986,2.3428048,2.692608543,1.964924691,1.894403434,1.805970257,1.843636081,1.848574709,1.833758008,2.012597625,1.809952981
Late demographic dividend,後期人口紅利,LTE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.330698122,3.231906351,2.809442597,2.72065731,2.42852039,2.321112222,2.336654118,2.185407735,2.271770602,2.302548458,2.404814388,2.426961122,2.319925113,2.227713597,2.168432839,2.131708751,2.091038784,2.094048904,2.287088288,2.154168979,2.087443086,2.136171955,2.174297106,2.183883212,2.123938004,2.155495063,2.054588787,2.010969669
Lithuania,立陶宛,LTU,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.812260643,0.493377598,0.454372874,0.503980009,0.747111153,1.229254336,0.970102492,1.21669999,1.361943638,1.271288746,1.121228498,1.195943282,1.162211588,1.16393212,1.112478531,1.130355159,1.08128395,0.878852642,0.791758924,0.766681364,0.764650981,0.879909679,1.135067221,1.479043494,1.715538627,1.957848827
Luxembourg,卢森堡,LUX,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,1.003878481,1.107037773,1.286695578,1.181274271,1.378997744,1.350729508,1.341391863,1.102537024,0.913192529,0.816405625,0.754877387,0.788807001,0.816920465,0.782484941,0.758205637,0.962665327,0.98621721,1.003382631,1.028492958,1.016876383,1.153185523,1.21027323,1.192266653,1.204541046,1.153545726,0.960269492,0.92211838,1.013799352,1.053180228,0.87272043,0.872594645,0.898097451,0.915600641,0.782727641,0.8208117,0.658949136,0.649772269,0.679496133,0.708308458,0.633042307,0.602874795,0.753493785,0.649539259,0.67206893,0.676557871,0.65265805,0.582694649,0.562147248,0.423836754,0.434048644,0.515171378,0.428237495,0.419039718,0.418948101,0.422091884,0.48275592,0.442307318,0.576459302,0.611662609
Latvia,拉脱维亚,LVA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735295406,0.838757227,0.805656844,0.639144683,0.582114909,0.587847986,0.750940828,0.881715012,1.041538764,1.542208276,1.610024275,1.595658217,1.610621927,1.715018634,1.558072758,1.634414025,1.390055014,1.092659718,1.042715323,0.909273138,0.937393523,0.943765186,1.04809459,1.469385166,1.679425367,1.979551444
Macao special administrative region of China,中国澳门特别行政区,MAC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saint Martin (French),圣马丁（法属）,MAF,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morocco,摩洛哥,MAR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.315731573,2.702433628,2.565913371,3.195615514,2.835868695,2.429331307,2.677570093,2.617647059,3.004572175,2.390216787,2.316006176,2.628624883,2.843915344,3.061797753,3.145833333,4.602912888,6.22043404,6.61977492,5.836808704,5.633462282,5.940072884,6.384593972,6.220868273,4.50565855,4.01819088,5.390435227,4.304459558,4.369314795,4.128515818,4.392917413,4.148825041,4.142842937,4.298048279,4.655571687,4.493819389,4.347410494,3.949092927,4.192659406,3.456334361,2.900457034,2.210962207,3.726135883,3.491787992,3.494207542,3.249467575,3.257996782,3.109796334,3.046953664,3.183501428,3.288651846,3.390796101,3.297495235,3.462750079,3.805782901,3.677856352,3.229921226,3.211415198,3.185026637,3.104426627
Monaco,摩纳哥,MCO,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moldova,摩尔多瓦,MDA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.530067158,0.773794067,0.925965937,0.906693656,0.902772521,0.624855228,0.511299143,0.387282499,0.402592317,0.419846587,0.416381264,0.360979037,0.400235112,0.482634466,0.516193551,0.608535598,0.457886649,0.315501849,0.327388279,0.327674673,0.334492514,0.345293582,0.353941171,0.437011833,0.375066996,0.348808037
Madagascar,马达加斯加,MDG,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,1.50215208,1.537313433,1.460369881,1.45875,1.590854392,1.542274855,1.55002592,1.546218487,1.507246377,1.351242983,1.316573557,1.4881933,1.523857527,1.670689193,1.637145749,1.880209574,2.307199316,2.419852035,2.927239119,2.768918527,2.978453739,0,0,1.873156342,1.780054933,1.551935381,1.429040137,1.347183426,1.210865332,1.231511045,1.296349058,0.769921868,1.122324017,0.926473487,0.85988797,1.237634442,1.481912359,1.348927492,1.210229217,1.217513909,1.435847602,1.313161574,1.324757325,1.248226672,1.071941549,0.977431205,1.115864656,1.097115257,0.830202949,0.652042489,0.727707094,0.691911721,0.677983716,0.652799352,0.604796547,0.594003322,0.580022351,0.602150651
The maldives,马尔代夫,MDV,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle East and north Africa,中东与北非地区,MEA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,4.802380832,5.022532645,5.407562212,4.820345234,5.194946627,5.921927873,6.097636177,7.186664297,8.350979503,9.448156759,10.06839202,8.757731985,8.040027324,8.86509653,10.59972397,0,0,11.70752503,11.7106691,9.46758467,8.576816799,10.28047892,11.54061928,10.22062581,10.27724902,9.453895398,6.624784803,8.65940152,8.732197884,7.559600456,0,12.65000113,9.354946746,7.911160272,7.357282701,6.36879414,5.832906736,6.326156216,6.949390411,6.086901704,6.025984436,6.019807097,5.713094952,5.418869964,5.045383665,4.669464638,4.480613245,4.391902001,4.127501449,5.030441262,4.737799243,4.522409801,4.669926234,5.258457284,5.754366426,6.59749797,5.481499208,5.634128015,5.475542463
Mexico,墨西哥,MEX,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0.673508659,0.651780326,0.689655172,0.718685832,0.677506775,0.591269841,0.576379066,0.545217107,0.548510764,0.600160043,0.497411659,0.48765558,0.536568089,0.544217687,0.565744137,0.57358422,0.598103574,0.534256205,0.504834431,0.505297474,0.416107383,0.513301014,0.495419418,0.522866314,0.65981906,0.676313139,0.634622463,0.580341889,0.536145374,0.517255829,0.474701678,0.477288629,0.514614351,0.485401188,0.56874523,0.494263169,0.522312405,0.502161462,0.493783437,0.505339331,0.488964057,0.485251891,0.46243935,0.44497201,0.400006006,0.412720405,0.41855191,0.454056477,0.445019334,0.539474467,0.557495865,0.548195294,0.581036958,0.614983409,0.659120391,0.661709561,0.559230191,0.502372223,0.538883866
Marshall islands,马绍尔群岛,MHL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle-income country,中等收入国家,MIC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,2.06631712,2.440849593,2.683171819,2.59217771,2.89352416,2.747798595,2.892900308,2.996333996,3.129324313,3.196424197,3.196359341,3.032755398,2.720534797,3.144466481,3.82379038,3.966565047,3.868458074,3.607658266,3.017474319,2.706469864,2.919189312,2.955402926,3.088110775,2.879738073,2.91959869,3.012062099,3.068078781,0,2.785899278,2.504908241,2.239579685,2.448993418,2.283092535,2.244473334,2.161243571,2.080104192,2.062463858,1.929437085,2.00218929,1.925665497,2.004533829,2.061054369,2.013225725,1.96736382,1.940895963,1.913353464,1.88710869,1.913206653,2.103222581,1.944333799,1.879266266,1.921467778,1.96475335,1.980645503,1.998332332,2.026360585,1.96931216,1.91055668
Macedonia,北马其顿,MKD,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813676742,2.128246944,2.098239761,1.713820606,1.85082146,6.100395628,2.645597519,2.341701159,2.380104071,2.029263306,1.836537687,1.950069695,1.742340869,1.688164562,1.382154611,1.2621871,1.225317984,1.169437189,1.092961627,0.994696985,0.94462796,0.990700534,0.952173875
Mali,马里,MLI,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,2.702247191,2.891304348,2.64691358,2.868778281,2.519911504,2.408033827,2.403846154,1.990811639,2.175516224,2.228047182,1.916167665,2.375565611,2.655808903,2.86591607,3.166023166,2.911534155,3.129584352,3.213957759,2.966101695,2.079295607,1.960761961,2.106794957,1.983660086,1.972607414,2.142416326,2.026768941,2.116786114,2.213468102,2.11201131,1.956494183,0,0,1.563793465,1.438026266,1.497017082,1.428410594,1.496852238,1.404632311,1.492289928,1.478649744,1.295172228,1.268850431,1.419333113,1.421998844,1.384312041,1.39141541,1.355034028,1.465714868,1.418664255,1.374566808,1.24103333,1.196405745,1.161379132,1.515933832,2.360080021,2.583124344,3.011907689,2.8650193
Malta,马耳他,MLT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276251034,1.269183826,1.456257769,1.221066731,1.108184837,0.914918012,0.871119892,0.973183399,1.001961048,1.024059115,0.842358248,0.874812369,0.824691194,0.731471858,0.683654672,0.625517349,0.666917449,0.635846067,0.630122909,0.670530017,0.821184952,0.655095803,0.621208816,0.624147779,0.693152178,0.671913784,0.587820114,0.542045154,0.530141977,0.503062087,0.490361872,0.530044839,0.513936734,0.48791947
Myanmar,缅甸,MMR,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,6.123460499,5.690711462,6.847140605,6.022345647,6.695620821,6.12557941,5.201798523,5.023197176,5.31042885,5.601945003,5.651225399,5.451640392,5.113945578,4.021087451,3.774971248,3.793706931,4.039773111,3.921383648,3.557580732,3.422129555,3.456820355,3.218260665,3.070369107,2.923671101,2.978263587,2.879142102,1.972400943,2.140852275,2.959106733,3.39589051,3.171004593,3.354517933,3.523108562,3.541121128,3.684832379,3.493427864,2.665387237,2.314235024,1.994537328,2.305365236,1.800056475,1.298878895,1.924357128,1.909110094,1.560488054,0,0,0,0,0,0,3.711036796,3.809150256,3.5790302,4.080952959,3.740882459,3.242343389,2.924759324
Middle East and north Africa (excluding high income),中东与北非地区（不包括高收入）,MNA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,4.015597822,4.055952261,4.478359255,3.616997176,4.321062844,5.444056795,5.465955018,5.732238721,6.89847912,7.795307977,8.125309156,7.106466885,5.900810617,5.514925974,8.682100381,10.29800746,10.00971725,9.118413409,8.783858311,5.784175294,5.541356886,7.514578219,7.047527935,6.598322999,6.247549421,6.210595634,5.669015699,5.103013249,4.859678563,3.936194304,0,3.802470726,3.889903187,3.249157847,3.448285727,3.228450832,3.137836196,3.326503096,3.365854361,3.108331558,2.964105297,3.223144442,3.190952734,3.181153974,3.046213289,2.954611102,2.88855122,2.727003708,2.696998703,3.119671107,2.921780181,2.755377372,2.839984505,3.115835221,3.350374723,3.432410315,3.255222238,3.378800234,3.059154881
Montenegro,黑山,MNE,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.694363326,2.290712107,1.744059784,1.872181859,1.843759425,1.814347747,1.74896716,1.656463334,1.452262722,1.472271497,1.40371624,1.411279816,1.362776386,1.546464371
Mongolia,蒙古,MNG,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.833885088,6.341243447,6.251195081,4.281385375,3.231535125,1.9094372,1.712362705,1.654355581,1.620505926,1.776947369,1.638734822,1.906537546,1.835012306,2.022480608,1.781658408,1.795567211,1.509694317,1.382730063,1.18083389,1.138466842,1.312843456,1.172062802,0.823789238,0.762997242,0.837270239,0.924305617,0.82231149,0.859628081,0.866220332,0.865522717,0.744867012,0.761588208
The northern mariana islands,北马里亚纳群岛,MNP,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mozambique,莫桑比克,MOZ,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.833333333,4.280487805,4.924050633,6.232,7.073170732,5.765765766,5.655737705,6.183206107,5.309033281,5.943491423,5.861297539,2.612032085,2.968445425,2.87088387,3.303501712,1.460482346,1.111681671,1.102741392,1.139211666,1.245869391,1.284457907,1.242171239,1.273635642,1.280942211,1.362421115,0.946231881,0.809467272,0.73265355,0.728237315,0.772594872,0.976831639,0.905259876,0.911220984,0.985663728,1.024414123,0.808580615,1.031205277,1.021642652,0.994105197
Mauritania,毛里塔尼亚,MRT,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.945895172,5.036762947,4.669586966,4.4897506,3.961136941,3.827926491,3.600512449,2.689066399,2.412423018,2.240861908,2.260154634,2.626341207,2.967260087,1.862440967,2.273637889,2.928005445,4.002384422,2.73938351,3.995275717,3.838120112,3.051555776,2.693647217,0,3.059333958,3.13532417,0,0,2.720186635,2.557094266,2.695889764,2.750746578,2.909981822,2.907153565,3.019252074
Mauritius,毛里求斯,MUS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0.155797101,0.180501931,0.219465649,0.223944875,0.202513966,0.188984881,0.139925373,0.191744731,0.18707483,0.172730614,0.172579099,0.204842932,0.489249166,0.466745029,0.262260128,0.26913735,0.252089136,0.219641353,0.197969543,0.194038477,0.219642297,0.290016229,0.346095335,0.367421786,0.354424073,0.330254202,0.333145558,0.332825601,0.293390184,0.234078893,0.202814818,0.208135283,0.200718816,0.194580389,0.196270034,0.187102774,0.16621685,0.167769654,0.160651037,0.149284011,0.161601948,0.173363933,0.153056279,0.155485447,0.145576871,0.194444824,0.156539255,0.180168971,0.187889951,0.178592739,0.164082477
Malawi,马拉维,MWI,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0.70199778,0.645792564,0.716937355,0.695430346,0.667962357,0.641145638,0.581516871,0.602199944,1.06043956,0.96695558,1.526807627,1.373366013,1.689903846,2.694517297,4.065934066,4.293105164,3.111181301,2.286964902,1.816410328,1.559534965,1.751118309,2.095467783,1.828806427,1.511308113,1.497070871,1.308605692,1.075730104,1.402486043,1.262975393,1.421880068,0.790559174,0.883468121,0.991556075,0.813639842,0.811014471,0.672638829,0.738822048,0.423822865,0.40879246,0.631868059,1.045261359,0.777651094,0.757951846,0.835636994,0.949704479,0.718201024,0.659728504,0.806727957,1.191745745,0.8177259,0.634365246,0.640353409,0.762728731,0.846126938
Malaysia,马来西亚,MYS,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,2.676440505,2.232909653,2.187040966,2.420614263,3.163551973,4.011049724,4.728255222,4.497029297,4.453163315,3.922267784,5.16527179,5.372443072,4.978902954,3.872242696,4.182343162,4.724162637,3.980772654,4.85466914,3.7111334,3.670515251,4.230134314,5.785152657,5.367615334,4.423371756,3.752357008,3.451658707,3.223733832,4.147499538,2.426112374,2.623701691,2.555403465,3.199283621,2.986421736,2.875245363,2.847115281,2.751345107,2.400564375,2.085558651,1.605335348,2.10148156,1.634675548,2.084922812,2.219131397,2.614806731,2.263061968,2.173929041,2.007597401,2.05143235,1.911425302,1.960280954,1.511381316,1.574912831,1.433409078,1.520595633,1.455114683,1.528863122,1.406365715,1.116540552,0.984001501
In North America,北美,NAC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,8.312239652,8.460885459,8.621508422,8.145960122,7.427068851,6.914870444,7.695174655,8.616159387,8.424889319,7.840912401,7.273327104,6.28914698,5.925805786,5.345135594,5.358124937,5.067369288,4.668143043,4.679294152,4.514943423,4.513195215,4.67720102,5.108678761,6.171308783,5.704326649,5.583095108,5.80926895,5.983430616,5.755851569,5.414342033,5.217990397,4.977642347,4.330812137,4.43268277,4.132481277,3.776291016,3.485745251,3.210107638,3.07102741,2.902836776,2.799071996,2.810877571,2.826778803,3.111580686,3.427272071,3.578595688,3.634667704,3.585383402,3.608620031,3.938474468,4.345761768,4.320812336,4.227725402,3.913376118,3.53367856,3.248885664,3.10519348,3.053256528,2.967516918,3.015819651
Namibia,纳米比亚,NAM,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.615254952,4.25041876,2.464523758,1.751233873,1.947898631,1.903604024,2.301355143,2.321837245,3.124033069,2.706732799,3.00874088,2.617845379,2.624912883,2.527589681,2.645205301,2.501249398,2.610424557,3.137261574,3.374363684,3.514743975,3.574588955,3.166513185,3.066233242,4.203429614,4.478425806,3.889110829,3.554522767,3.349633191
New Caledonia,新喀里多尼亚,NCL,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,尼日尔,NER,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870842572,0.821773855,0.936634349,0.928173719,0.839124549,0.671391272,0.631753948,0.633484163,0.685198661,0.727756892,0.743835616,0.769503546,0.635210396,0,0,0,0,0,0,1.232371998,0.970976253,0.861401471,0.932594645,1.06122449,1.166908096,1.164610816,1.320159783,0.963347955,0.931763627,1.091187297,0.973576679,0,0,0.992537782,0.982009828,1.169691196,1.309803688,2.144356984,1.383215316,1.769085738,0,2.21993574,2.47355475,2.452849285
Nigeria,尼日利亚,NGA,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0.695833333,0.849453322,1.096979332,1.103190767,1.233704293,1.401452035,1.101150952,5.80820061,9.15913829,10.31695788,5.279250126,4.392119822,5.390268879,5.478468118,4.344011426,8.124068441,5.791397834,6.02411791,5.326047763,4.322334079,3.29560374,2.77007205,2.267201692,2.219841303,1.556794834,1.436786264,1.311553647,0.769793676,0.884351296,0.579894648,0.833115306,0.773691292,0.564010709,0.933218302,0.781452288,0.483558767,0.406177812,0.435835755,0.548312393,0.85541563,0.543531645,0.780315877,0.954338045,0.570707545,0.490996769,0.397422937,0.348375434,0.370354831,0.489084135,0.505855628,0.539231118,0.57922702,0.502541122,0.469695301,0.414718775,0.417636537,0.43294778,0.430671214,0.506584948
Nicaragua,尼加拉瓜,NIC,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,0,0,0,0,0,0,0,0,1.45964543,1.377015319,1.584260556,1.505737379,1.867290198,1.42056717,1.453413169,1.746094143,2.06736427,2.46546314,3.221945732,3.104786546,3.346180419,4.335591113,0,0,0,0,0,0,0,0,0,4.00221576,2.632753235,2.102325581,1.18950041,1.102820307,0.949704913,0.894669832,0.735362192,0.719492825,0.782751441,0.683524521,0.865165582,0.860737429,0.730793275,0.700404064,0.551254649,0.531726908,0.502059513,0.502751924,0.505471711,0.52641184,0.665903207,0.678613781,0.685091959,0.776083434,0.64257922,0.623063234,0.608427606
Netherlands,荷兰,NLD,军费支出（占GDP的百分比）,MS.MIL.XPND.GD.ZS,3.703901797,4.087283879,4.12277525,4.010834482,3.932652684,3.571290331,3.370284285,3.523335806,3.25633492,3.228928603,2.866235554,2.838829535,2.81854,2.70299725,2.653471661,2.843860129,2.688909449,2.954457522,2.747070531,2.840232828,2.784298566,2.863119442,3.14147059,2.848584745,2.861724417,2.768218121,2.725119786,2.713467178,2.610909468,2.517403906,2.369019885,2.248531531,2.213002596,2.027829408,1.913060975,1.794240505,1.756607736,1.659273183,1.580648061,1.589825426,1.434004341,1.437906869,1.426556012,1.443809598,1.42682784,1.396485279,1.393389057,1.354716798,1.305319238,1.397633322,1.325433715,1.288365349,1.235408888,1.166151624,1.159687891,1.132711505,1.163626918,1.158526989,1.241607108
